AOO.justification,AOO.range,AOOContinuingDecline.isInContinuingDecline,AOOContinuingDecline.justification,AOOContinuingDecline.qualifier,AOODetails.breedingRange,AOODetails.breedingRangeJustification,AOODetails.nonbreedingRange,AOODetails.nonbreedingRangeJustification,AOOExtremeFluctuation.isFluctuating,AOOExtremeFluctuation.justification,AreaRestricted.isRestricted,AreaRestricted.justification,AvgAnnualFecundity.fecundity,AvgReproductiveAge.age,AvgReproductiveAge.units,BirthSize.size,Congregatory.value,CropWildRelative.isRelative,CurrentTrendDataDerivation.value,DepthLower.limit,DepthUpper.limit,DepthZone.depthZone,EOO.justification,EOO.range,EOOContinuingDecline.isContinuingDecline,EOOContinuingDecline.justification,EOOContinuingDecline.qualifier,EOOExtremeFluctuation.isFluctuating,EOOExtremeFluctuation.justification,EggLaying.layEggs,ElevationLower.limit,ElevationUpper.limit,ExtinctionProbabilityGenerations3.justification,ExtinctionProbabilityGenerations3.range,ExtinctionProbabilityGenerations5.justification,ExtinctionProbabilityGenerations5.range,ExtinctionProbabilityYears100.justification,ExtinctionProbabilityYears100.range,FemaleMaturityAge.age,FemaleMaturityAge.units,FemaleMaturitySize.size,FreeLivingLarvae.hasStage,GenerationLength.justification,GenerationLength.quality,GenerationLength.range,GestationTime.time,GestationTime.units,HabitatContinuingDecline.isDeclining,HabitatContinuingDecline.justification,HabitatContinuingDecline.qualifier,IdentificationDescription.text,InPlaceEducationControlled.note,InPlaceEducationControlled.value,InPlaceEducationInternationalLegislation.note,InPlaceEducationInternationalLegislation.value,InPlaceEducationSubjectToPrograms.note,InPlaceEducationSubjectToPrograms.value,InPlaceLandWaterProtectionAreaPlanned.note,InPlaceLandWaterProtectionAreaPlanned.value,InPlaceLandWaterProtectionInPA.note,InPlaceLandWaterProtectionInPA.value,InPlaceLandWaterProtectionInvasiveControl.note,InPlaceLandWaterProtectionInvasiveControl.value,InPlaceLandWaterProtectionPercentProtected.note,InPlaceLandWaterProtectionPercentProtected.value,InPlaceLandWaterProtectionSitesIdentified.note,InPlaceLandWaterProtectionSitesIdentified.value,InPlaceResearchMonitoringScheme.note,InPlaceResearchMonitoringScheme.value,InPlaceResearchRecoveryPlan.note,InPlaceResearchRecoveryPlan.value,InPlaceSpeciesManagementExSitu.note,InPlaceSpeciesManagementExSitu.value,InPlaceSpeciesManagementHarvestPlan.note,InPlaceSpeciesManagementHarvestPlan.value,InPlaceSpeciesManagementReintroduced.note,InPlaceSpeciesManagementReintroduced.value,LiveBirth.liveBirth,Livelihoods.noInfo,LocationContinuingDecline.inDecline,LocationContinuingDecline.justification,LocationContinuingDecline.qualifier,LocationExtremeFluctuation.isFluctuating,LocationExtremeFluctuation.justification,LocationsNumber.justification,LocationsNumber.range,Longevity.longevity,Longevity.units,MaleMaturityAge.age,MaleMaturityAge.units,MaleMaturitySize.size,MatureIndividualsSubpopulation.value,MaxSize.size,MaxSubpopulationSize.range,MovementPatterns.pattern,NaturalMortality.value,NoThreats.noThreats,NonConsumptiveUse.isNonConsumptiveUse,NonConsumptiveUseDescription.narrative,NotUtilized.isNotUtilized,Parthenogenesis.exhibitsParthenogenesis,PopulationContinuingDecline.isDeclining,PopulationContinuingDecline.justification,PopulationContinuingDecline.qualifier,PopulationDeclineGenerations1.justification,PopulationDeclineGenerations1.qualifier,PopulationDeclineGenerations1.range,PopulationDeclineGenerations2.justification,PopulationDeclineGenerations2.qualifier,PopulationDeclineGenerations2.range,PopulationDeclineGenerations3.justification,PopulationDeclineGenerations3.qualifier,PopulationDeclineGenerations3.range,PopulationExtremeFluctuation.isFluctuating,PopulationExtremeFluctuation.justification,PopulationIncreaseRate.narrative,PopulationReductionFuture.direction,PopulationReductionFuture.justification,PopulationReductionFuture.qualifier,PopulationReductionFuture.range,PopulationReductionFutureBasis.detail,PopulationReductionFutureBasis.value,PopulationReductionPast.direction,PopulationReductionPast.justification,PopulationReductionPast.qualifier,PopulationReductionPast.range,PopulationReductionPastBasis.detail,PopulationReductionPastBasis.value,PopulationReductionPastCeased.value,PopulationReductionPastReversible.value,PopulationReductionPastUnderstood.value,PopulationReductionPastandFuture.direction,PopulationReductionPastandFuture.justification,PopulationReductionPastandFuture.numYears,PopulationReductionPastandFuture.qualifier,PopulationReductionPastandFuture.range,PopulationReductionPastandFutureBasis.detail,PopulationReductionPastandFutureBasis.value,PopulationReductionPastandFutureCeased.value,PopulationReductionPastandFutureReversible.value,PopulationReductionPastandFutureUnderstood.value,PopulationSize.range,ReproductivePeriodicity.value,SevereFragmentation.isFragmented,SevereFragmentation.justification,SubpopulationContinuingDecline.isDeclining,SubpopulationContinuingDecline.justification,SubpopulationContinuingDecline.qualifier,SubpopulationExtremeFluctuation.isFluctuating,SubpopulationExtremeFluctuation.justification,SubpopulationNumber.justification,SubpopulationNumber.range,SubpopulationSingle.value,ThreatsUnknown.value,TrendInDomesticOfftake.value,TrendInWildOfftake.value,UTCaptiveHarvest.value,UTHarvestTrendComments.narrative,UTIntlCommercialValue.value,UTLocalLivelihood.localcommercial,UTLocalLivelihood.localcommercialDetail,UTLocalLivelihood.subsistence,UTLocalLivelihood.subsistenceRationale,UTNatlCommercialValue.value,UseTradeNoInformation.value,WaterBreeding.value,YearOfPopulationEstimate.value,internal_taxon_id
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,Migrated from Conservation Measures 4.4.2 Habitat and Site-based actions -> Protected Areas->Establishment: in-place,"Yes, over entire range",,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59871
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59805
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59805
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59809
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59809
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59814
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59893
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59893
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59894
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59894
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59821
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59821
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59899
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,Migrated from Conservation Measures 4.4.2 Habitat and Site-based actions -> Protected Areas->Establishment: in-place,"Yes, over entire range",,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59899
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,TRUE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,Yes,,No,,,Yes,,Yes,FALSE,,,59822
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59824
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,TRUE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,FALSE,,,59824
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59833
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59833
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59835
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59835
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59845
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59845
,,,,Suspected,,,,,,,,,,,,,,,,,,,,0-5000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59856
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59856
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59858
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59876
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59876
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,TRUE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,FALSE,,,59879
,,,,Suspected,,,,,,,,,,,,,,,,,,,,20000-1000000,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,TRUE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,FALSE,,,,,,,,,,,FALSE,,,59879
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59881
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59881
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,TRUE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,FALSE,,,59964
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,TRUE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,FALSE,,,59964
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,Migrated from Conservation Measures 4.4.2 Habitat and Site-based actions -> Protected Areas->Establishment: in-place,"Yes, over entire range",,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,TRUE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59900
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,TRUE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,FALSE,,,59900
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59968
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59968
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59904
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59904
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59905
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,TRUE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59905
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59906
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59906
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59981
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,TRUE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,FALSE,,,59981
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,FALSE,,,59907
,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,Suspected,,,,,,,,,,,,,,,FALSE,FALSE,,FALSE,,,,Suspected,,Suspected,,,Suspected,,,Suspected,,,,,,,Observed,,,,,,Projected,,,,,,,,,,,,,,,,,,,No,,,,Suspected,,,,,,FALSE,,,,,,,,,,,TRUE,,,59907
