CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceLookup,CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceName,CountryOccurrence.CountryOccurrenceSubfield.formerlyBred,CountryOccurrence.CountryOccurrenceSubfield.origin,CountryOccurrence.CountryOccurrenceSubfield.presence,CountryOccurrence.CountryOccurrenceSubfield.seasonality,internal_taxon_id
ZM,,,Native,Extant,Resident,60050
SZ,,,Native,Presence Uncertain,,60050
MZ,,,Native,Extant,Resident,60050
ZA,,,Native,Extant,Resident,60050
BW,,,Native,Extant,Resident,60050
AO,,,Native,Presence Uncertain,,60051
NA,,,Native,Extant,Resident,60051
ZW,,,Native,Extant,Resident,60051
ZM,,,Native,Extant,Resident,60051
MZ,,,Native,Extant,Resident,60051
ZA,,,Native,Extant,Resident,60051
BW,,,Native,Extant,Resident,60051
AO,,,Native,Extant,Resident,60052
NA,,,Native,Extant,Resident,60052
ZW,,,Native,Extant,Resident,60052
ZM,,,Native,Extant,Resident,60052
SZ,,,Native,Presence Uncertain,,60052
MZ,,,Native,Extant,Resident,60052
ZA,,,Native,Extant,Resident,60052
BW,,,Native,Extant,Resident,60052
LS,,,Native,Presence Uncertain,,60053
AO,,,Native,Extant,Resident,60053
NA,,,Native,Extant,Resident,60053
ZW,,,Native,Extant,Resident,60053
ZM,,,Native,Extant,Resident,60053
SZ,,,Native,Extant,Resident,60053
MZ,,,Native,Extant,Resident,60053
ZA,,,Native,Extant,Resident,60053
BW,,,Native,Extant,Resident,60053
AO,,,Native,Extant,Resident,60056
NA,,,Native,Extant,Resident,60056
ZW,,,Native,Extant,Resident,60056
SJ,,,Native,Presence Uncertain,,60056
ZM,,,Native,Presence Uncertain,,60056
MZ,,,Native,Extant,Resident,60056
ZA,,,Native,Extant,Resident,60056
BW,,,Native,Extant,Resident,60056
AO,,,Native,Extant,Resident,60057
LS,,,Native,Extant,Resident,60057
ZW,,,Native,Extant,Resident,60057
ZM,,,Native,Extant,Resident,60057
SZ,,,Native,Extant,Resident,60057
MZ,,,Native,Extant,Resident,60057
ZA,,,Native,Extant,Resident,60057
AO,,,Native,Extant,Resident,60058
LS,,,Native,Extant,Resident,60058
NA,,,Native,Extant,Resident,60058
ZW,,,Native,Extant,Resident,60058
ZM,,,Native,Extant,Resident,60058
SZ,,,Native,Extant,Resident,60058
MZ,,,Native,Extant,Resident,60058
ZA,,,Native,Extant,Resident,60058
BW,,,Native,Extant,Resident,60058
AO,,,Native,Extant,Resident,60065
NA,,,Native,Presence Uncertain,,60065
ZW,,,Native,Extant,Resident,60065
SJ,,,Native,Presence Uncertain,,60065
ZM,,,Native,Extant,Resident,60065
MZ,,,Native,Extant,Resident,60065
ZA,,,Native,Extant,Resident,60065
AO,,,Native,Extant,Resident,60068
NA,,,Native,Extant,Resident,60068
ZW,,,Native,Extant,Resident,60068
ZM,,,Native,Extant,Resident,60068
MZ,,,Native,Extant,Resident,60068
ZA,,,Native,Extant,Resident,60068
BW,,,Native,Extant,Resident,60068
AO,,,Native,Extant,Resident,60069
NA,,,Native,Extant,Resident,60069
ZW,,,Native,Extant,Resident,60069
ZM,,,Native,Extant,Resident,60069
MZ,,,Native,Extant,Resident,60069
ZA,,,Native,Extant,Resident,60069
AO,,,Native,Extant,Resident,60072
NA,,,Native,Extant,Resident,60072
ZW,,,Native,Extant,Resident,60072
ZM,,,Native,Extant,Resident,60072
SZ,,,Native,Presence Uncertain,,60072
MZ,,,Native,Extant,Resident,60072
ZA,,,Native,Extant,Resident,60072
BW,,,Native,Extant,Resident,60072
AO,,,Native,Extant,Resident,60073
NA,,,Native,Extant,Resident,60073
ZW,,,Native,Extant,Resident,60073
ZM,,,Native,Extant,Resident,60073
SZ,,,Native,Presence Uncertain,,60073
MZ,,,Native,Extant,Resident,60073
ZA,,,Native,Extant,Resident,60073
BW,,,Native,Extant,Resident,60073
LS,,,Native,Extant,Resident,63171
SZ,,,Native,Extant,Resident,63171
ZA,,,Native,Extant,Resident,63171
TVL-MP,,,Native,Extant,Resident,63175
ZA,,,Native,Extant,Resident,63175
NA,,,Native,Presence Uncertain,,63176
ZA,,,Native,Extant,Resident,63176
NAT-OO,,,Native,Extant,Resident,63178
MZ,,,Native,Presence Uncertain,,63178
ZA,,,Native,Extant,Resident,63178
ZA,,,Native,Extant,Resident,63179
ZA,,,Native,Extant,Resident,63180
NAT-OO,,,Native,Extant,Resident,63182
TVL-NP,,,Native,Extant,Resident,63182
ZA,,,Native,Extant,Resident,63182
CPP-EC,,,Native,Extant,Resident,63182
ZA,,,Native,Extant,Resident,63184
ZA,,,Native,Extant,Resident,63185
CPP-WC,,,Native,Extant,Resident,63191
ZA,,,Native,Extant,Resident,63191
CPP-EC,,,Native,Extant,Resident,63191
NA,,,Native,Extant,Resident,63193
ZA,,,Native,Extant,Resident,63193
ZW,,,Native,Extant,Resident,63194
MZ,,,Native,Extant,Resident,63194
ZA,,,Native,Extant,Resident,63194
ZA,,,Native,Extant,Resident,63195
ZA,,,Native,Extant,Resident,63201
CPP-WC,,,Native,Extant,Resident,63202
NAT-OO,,,Native,Possibly Extinct,,63202
ZA,,,Native,Extant,Resident,63202
CPP-EC,,,Native,Extant,Resident,63202
ZA,,,Native,Extant,Resident,63203
NA,,,Native,Extant,Resident,63204
ZM,,,Native,Extant,Resident,63204
MZ,,,Native,Presence Uncertain,,63204
ZA,,,Native,Extant,Resident,63204
BW,,,Native,Extant,Resident,63204
ZW,,,Native,Extant,Resident,63208
ZA,,,Native,Extant,Resident,63208
AO,,,Native,Extant,Resident,63214
ZW,,,Native,Extant,Resident,63214
CD,,,Native,Presence Uncertain,,63214
ZM,,,Native,Extant,Resident,63214
TVL-NP,,,Native,Extant,Resident,63214
MZ,,,Native,Extant,Resident,63214
ZA,,,Native,Extant,Resident,63214
CPP-WC,,,Native,Extant,Resident,63216
ZA,,,Native,Extant,Resident,63216
ZA,,,Native,Extant,Resident,63218
CPP-WC,,,Native,Extant,Resident,63219
ZA,,,Native,Extant,Resident,63219
CPP-WC,,,Native,Extant,Resident,6973
ZA,,,Native,Extant,Resident,6973
CPP-EC,,,Native,Extant,Resident,6973
CPP-WC,,,Native,Extant,Resident,6975
ZA,,,Native,Extant,Resident,6975
