CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceLookup,CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceName,CountryOccurrence.CountryOccurrenceSubfield.formerlyBred,CountryOccurrence.CountryOccurrenceSubfield.origin,CountryOccurrence.CountryOccurrenceSubfield.presence,CountryOccurrence.CountryOccurrenceSubfield.seasonality,internal_taxon_id
MW,,,Native,Extant,Resident,76317591
KE,,,Native,Extant,Resident,76317591
GN,,,Native,Presence Uncertain,Resident,76317591
GH,,,Native,Presence Uncertain,Resident,76317591
GM,,,Native,Extant,Resident,76317591
CI,,,Native,Presence Uncertain,Resident,76317591
CD,,,Native,Presence Uncertain,Resident,76317591
TD,,,Native,Presence Uncertain,Resident,76317591
CF,,,Native,Presence Uncertain,Resident,76317591
CM,,,Native,Extant,Resident,76317591
BF,,,Native,Presence Uncertain,Resident,76317591
BW,,,Native,Extant,Resident,76317591
BJ,,,Native,Extant,Resident,76317591
ML,,,Native,Presence Uncertain,Resident,76317591
MR,,,Native,Extant,Resident,76317591
MZ,,,Native,Extant,Resident,76317591
NA,,,Native,Presence Uncertain,Resident,76317591
NG,,,Native,Extant,Resident,76317591
SN,,,Native,Extant,Resident,76317591
SO,,,Native,Extant,Resident,76317591
ZA,,,Native,Extant,Resident,76317591
SS,,,Native,Presence Uncertain,Resident,76317591
SZ,,,Native,Extant,Resident,76317591
TZ,,,Native,Extant,Resident,76317591
TG,,,Native,Presence Uncertain,Resident,76317591
ZW,,,Native,Extant,Resident,58490
ZM,,,Native,Extant,Resident,58490
UG,,,Native,Extant,Resident,58490
TZ,,,Native,Extant,Resident,58490
SZ,,,Native,Extant,Resident,58490
SS,,,Native,Extant,Resident,58490
ZA,,,Native,Extant,Resident,58490
SO,,,Native,Extant,Resident,58490
AO,,,Native,Extant,Resident,58490
BW,,,Native,Extant,Resident,58490
BI,,,Native,Presence Uncertain,Resident,58490
CG,,,Native,Extant,Resident,58490
CD,,,Native,Extant,Resident,58490
DJ,,,Native,Extant,Resident,58490
ER,,,Native,Extant,Resident,58490
ET,,,Native,Extant,Resident,58490
KE,,,Native,Extant,Resident,58490
MW,,,Native,Extant,Resident,58490
MZ,,,Native,Extant,Resident,58490
NA,,,Native,Extant,Resident,58490
RW,,,Native,Extant,Resident,58490
